,Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,
Firm 391,0,0,129.1968206,3.201859335,28.57781242,0,0,319.000641,362.6701322,74.16841762,0,0,239.0635431,260.1125461,133.317049,0,0,1.775288283,0.0769793,0.317062002,0,0,0.235363623,0.361695849,0.268891439,0,0,3.195326688,0.35978944,1.344622099,0,0,0.361815011,0.931014078,0.0783653,0,0,0.347753379,0.451677949,0.348425198,0,0,1.137632437,0.503270071,2.637070062,
Firm 392,29.48836216,18.09090591,6.667088845,31.64714833,30.95237916,0.066857556,2.768922059,5.15257764,5.686641517,6.429743233,3.854763846,6.350685568,5.330068416,1.450295053,4.816710038,1.313443811,0.184172038,0.737822116,1.060380223,0.028429793,0.120794624,0.180039327,0.346077178,0.005476681,0.318362212,1.794432129,0.240607643,0.36281023,1.436366604,0.903616624,0.36222466,0.310547717,0.28683409,0.442522284,0.061768655,0.44902631,0.183446013,0.270184147,0.132030633,0.016859052,0.839390071,0.853469767,0.050780361,0.82494223,1.366949019,
Firm 393,163.1899474,395.1441263,191.5764295,602.2703717,9.284199098,487.3353985,694.7415085,304.660608,795.7156603,1063.584781,396.8884222,35.40473223,746.6351892,82.13060311,275.9450954,0.062981771,0.089751741,0.230105802,0.180489292,0.31829238,0.221783251,0.707386716,0.57102488,0.439336094,0.743040628,0.036185598,0.996770912,0.985127285,0.090553273,0.300515981,0.09753708,0.392145289,0.352987441,0.697786124,0.881887158,0.222375877,0.415891841,0.447868074,0.595929337,0.024723775,0.944547095,0.849034096,0.563400042,0.216253421,1.655868878,
Firm 394,0,0,36.74587844,16.08641341,30.6205013,0,0,83.3858857,8.90775532,22.84911846,0,0,3.902334448,41.96497587,87.13639885,0,0,2.613524888,0.437685495,0.979546429,0,0,0.811504861,0.589172314,0.235960264,0,0,0.568055252,1.213438462,2.750893452,0,0,1.616330799,0.02421671,1.12648661,0,0,0.487248382,0.294828005,0.366351508,0,0,0.777573818,0.765723794,0.330727002,
Firm 395,2.010596876,0.243294552,0.422659817,2.877115802,3.925816225,13.97943507,10.19681233,0.306825752,9.799953086,18.37223542,7.01475198,0.199250672,1.830944207,0.125512188,11.82237011,0.066350297,0.651055145,0.415525382,0.313016205,1.199207876,0.378214533,0.261677404,0.553648421,0.448624853,0.450800784,1.608033823,0.974688415,1.346179446,0.773041257,0.888613418,0.327341015,0.464969944,0.4327764,0.670085006,0.348664904,0.22680512,0.670634306,0.02257739,0.190721427,0.290514479,0.316972051,1.083074474,0.644621417,1.196649806,0.042144045,
Firm 396,-9.065483631,-1.685364375,0.060988436,-0.014303915,1.858502183,233.6685341,67.07542038,126.1468303,40.15189607,69.194573,147.1489198,63.21414228,54.00109324,5.302227876,21.99676909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 397,105.9947894,528.4002682,802.4166062,338.9573795,346.2191196,177.4845038,134.6227692,1067.173023,1180.033976,1041.51277,357.3211356,1126.05481,146.9452761,269.90821,485.7438879,0.854564826,1.493133159,0.963472812,0.952246947,0.800636237,0.413764907,0.394982673,0.413866323,0.327736362,0.598682342,0.719603632,0.736568565,0.531590539,0.857757352,1.133011437,0.429574446,0.996021904,0.846685061,1.222203983,0.921366645,0.542982049,0.067163715,0.086432424,0.198819887,0.296225514,1.03948063,2.438938666,0.172003135,0.51384892,1.021470164,
Firm 398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 399,49.1862875,106.2082933,26.36263138,3.768510161,0,560.950594,482.6049557,505.3061835,85.0840091,0,53.56602115,625.7337924,469.2407976,22.04398163,0,0.539263478,0.475096463,0.243056112,0.901150773,0,0.479589631,0.073277344,0.251696969,0.88920483,0,1.100792092,1.408261817,1.516991471,0.060025584,0,0.498512078,0.238015092,0.427646439,0.45115426,0,0.315771082,0.028698805,0.240983446,0.900348045,0,0.589139491,0.825504909,1.64240194,1.707274028,0,
Firm 400,0,0,0.805283456,5.613955216,8.70289971,0,0,-1.175959403,0.022791815,4.136772209,0,0,-1.548928792,0.025050149,0.292884007,0,0,0.225582113,0.23814574,1.77970552,0,0,0.896843939,0.316621079,1.369361457,0,0,0.975530863,1.092652615,0.972744433,0,0,0.390112389,0.847686207,2.201248832,0,0,0.265598781,0.088304976,0.954980048,0,0,3.206168746,1.660175414,0.77299788,
Firm 401,0.160093372,0.060161605,6.103247145,2.066599296,0,15.69343508,8.966970662,4.987309829,0.723151102,0,0.519338941,0.26089591,1.044067332,0.259083598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 403,0,39.79356568,84.00677037,39.44857187,96.05001764,0,859.5394518,255.172271,224.6689906,1130.928625,0,624.0826244,546.0988172,370.6639432,1105.518057,0,1.061900886,1.332780439,0.558330989,0.543437538,0,0.070506029,1.015379976,0.191353089,0.726667448,0,1.888451063,2.044022935,1.102468483,2.702168207,0,0.291112556,1.776725517,1.497362471,2.533107872,0,0.451230981,0.566494335,0.125472195,0.022892113,0,0.469212995,3.125096462,3.76265583,4.216360246,
Firm 404,-0.407191219,-0.0799718,-0.51732814,0.097352158,-0.069410546,8.68777498,11.39142498,5.833630426,1.985561764,6.063101615,-0.099172841,-0.001602475,-0.097366649,-0.04826579,-0.017920365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 405,48.81888707,139.2983905,52.4506419,243.8555499,431.6138411,196.0794482,535.0368976,298.7463489,22.96438293,806.3685054,130.5207937,27.48641812,353.7051548,67.0737101,419.385059,1.14910183,1.014072912,0.152320516,0.889863643,0.433796754,0.779162439,0.435716832,0.131264841,0.223974084,0.272730717,0.349747214,1.814527301,1.450760488,0.35215051,1.640722022,0.300145318,0.203056703,0.375334329,0.460236524,0.575755814,0.246465617,0.224330871,0.402402148,0.360930269,0.356391005,1.020723378,2.051541586,0.839176316,1.454100294,1.688183376,
Firm 406,0.004799636,0.007026668,0.084063327,0.000630624,0,0.678675637,0.679067591,0.183949702,0.001284385,0,0.409561432,1.047648093,0.29420604,0.017521512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 408,74.24516423,97.1020691,244.3875048,44.91314265,46.48596061,143.501518,430.7079135,153.0441117,247.837453,274.7597,159.4501528,221.6561863,173.7826043,228.8506585,202.5038089,1.144383423,1.109154584,0.247032082,0.910604741,0.836150574,0.058105891,0.3888891,0.483217683,0.576126179,0.190788248,1.650414887,2.453849836,2.224315109,0.904702867,1.690796602,0.908425389,2.464807942,1.262587503,0.237839491,0.119882953,0.186043004,0.231884503,0.415212358,0.185825173,0.017237313,1.281447648,2.683618248,0.308269431,0.393248646,0.202948908,
Firm 409,126.6744944,231.3038038,322.9389886,256.6021401,249.2574091,206.1699933,49.73807181,199.4048192,54.30109299,433.2202521,74.24453759,160.3125011,220.0261865,294.007673,113.1993412,0.411471276,0.181106906,0.361075066,0.056637499,0.475843737,0.209347828,0.71055559,0.519780952,0.864975506,0.590328504,0.500193595,0.800524491,0.88616404,1.605197127,0.799496938,0.580291696,0.087897043,0.269697571,0.059183772,0.328652444,1.015750363,0.73302516,0.779353267,0.251759857,0.287078247,1.513957198,1.104084681,1.678451659,1.379544291,0.822153281,
Firm 410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 411,0.330949011,0.086020411,0.273386815,0.049765027,-0.007446336,0.302739548,0.418261275,0.572339111,0.156136268,0.195509954,0.715714125,0.248769725,0.986204254,0.021095984,0.072394503,0.147446998,0.047767932,0.098198902,0.032706881,-0.00346129,0.292540548,0.009980439,0.66827962,1.467012863,0.920961713,0.6024785,1.058771208,1.030179565,0.350420421,0.332789651,0.134624837,0.077254707,0.118341679,0.061740749,-0.002610015,0.049205631,0.907175187,0.517670599,1.453217931,0.836957652,0.05640098,0.614206069,0.460724609,0.39792281,0.567210397,
Firm 412,1.665135215,-0.000195643,-0.008210159,0.006523932,0,1.065026598,1.655678838,0.726919773,0.01963705,0,0.010686181,0.000806512,0.000434806,2.2948E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 414,14.2099316,15.87281794,94.6276182,13.88689652,-1.043380713,123.4856184,156.6531786,285.6188073,334.5529684,101.3997764,109.3009328,176.6143923,188.3751076,98.65754454,124.7115623,0.584923992,0.414754368,0.452582649,0.090069364,-0.275889261,0.446428373,0.433576642,0.273397141,0.742814662,0.793712182,0.326560152,1.179943352,0.336703323,0.449305411,-0.362580185,0.24879875,1.265930052,0.095785623,0.164105365,-1.324120922,0.336925606,0.440426751,0.509529265,0.40619975,0.201963524,0.892198638,1.890956865,0.416785404,1.354520078,-0.43584158,
Firm 415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 416,25.24892917,45.60055993,37.14263762,24.48399434,88.02636304,89.27748462,135.324779,7.634564313,1.080534166,230.1625707,52.94874328,79.82513661,48.02351101,399.0438035,388.8317251,1.228477919,1.871950747,0.953993577,0.622314412,0.151786189,0.024966644,0.492069908,0.097100827,0.169649537,0.254702387,1.418171404,2.397649405,0.124445229,0.898685958,0.138909948,0.593022193,0.025629826,0.910352321,0.220233542,1.20454266,0.215101369,0.365297665,0.264762705,0.166928761,0.865938889,1.059122032,0.530140178,0.902308412,1.502182429,0.321637587,
Firm 417,93.12175788,46.76689569,10.03054251,65.87741644,17.70879597,173.0202128,88.35236132,253.4143704,199.050583,5.60255474,106.2975374,59.68239224,64.46249585,211.1840043,73.04509863,1.018663087,1.236450712,0.825533915,0.077316927,0.409926445,0.079512072,0.138064697,0.225229707,0.511422777,0.849971253,0.137279974,1.698299437,0.513814783,1.672964397,1.759740814,0.33471292,1.749552703,1.648828787,0.860965501,0.963941701,0.471890216,0.272457298,0.447496381,0.25888572,0.305004885,0.899022183,0.71670966,2.313435708,1.341955042,0.106576299,
Firm 418,0,0,-3.423908474,-0.117832767,-0.499785128,0,6.278296279,11.8222774,8.242565326,6.488447891,0,-3.06217E-09,2.98529E-06,-5.02822E-09,8.197096445,0,0,-5.02338757,0,-2244.620155,0,0,-4495420.396,0,5.91021533,0,0,-5468705.657,0,-1342.940234,0,0,-225.7881051,-53.21611023,-6.259787292,0,0,30.4093289,115.8757407,33.04206037,0,0,-11.99180375,-48.82626683,-2.29930602,
Firm 419,0,0,0,0,15.91661928,0,0,0,0,1.736196644,0,0,0,0,0.181957508,0,0,0,0,0.658747033,0,0,0,0,0.239586564,0,0,0,0,0.239397901,0,0,0,0,0.510035645,0,0,0,0,0.118619729,0,0,0,0,0.009228008,
Firm 420,2.00337023,2.240406762,-0.630037647,1.719484013,14.55875366,290.88997,33.03527173,54.9739774,59.43613188,132.3355721,53.77886971,210.7110093,101.3926893,9.805556745,215.7330094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 421,0,0.072820156,0.008526199,0.051958318,0.067292198,0,0.636544204,0.430005501,0.274744822,0.076209991,0,0.343184738,0.217297142,0.122245603,0.447550423,0,0.248726226,0.083391267,0.093117095,0.042220668,0,0.270902485,0.991253008,0.376287151,0.136281331,0,1.29395083,0.310376431,1.126790446,0.596120411,0,0.028263284,0.063486355,0.024602185,0.051982554,0,0.693698987,1.467581269,0.766190137,1.338353726,0,0.719810466,1.227021075,0.705235981,1.257563924,
Firm 422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 423,3.94931E-05,0.000138345,0,0.252390107,0.008461935,0.226711162,0.090575166,0.507934367,0.197307173,0.047717978,0.222426946,0.085187384,0.075430788,0.101629681,0.049767591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 425,15.15100307,14.60514943,1.320522125,0,0,-6.084546482,-3.996271006,0.001622357,0,0,-2.049397965,-0.153268142,1.407587463,0,0,0.230831263,0.467190018,0.148368494,0,0,0.432796958,0.668148722,0.414976248,0,0,0.249116139,2.067409698,1.911432496,0,0,0.801378392,0.16630175,0.133590664,0,0,0.524243521,0.387129752,0.145055468,0,0,0.981892438,0.883160103,0.602996668,0,0,
Firm 426,-0.033584047,9.997660004,-4.26232609,-9.27756286,-1.487903969,227.7657408,79.16595338,124.7902322,140.76364,2.551286403,201.602466,178.7445359,153.8548916,38.58835374,145.1363007,0,1.189126008,-0.127321285,-2.101205909,-0.004860258,0,0.273810221,0.083303855,0.142762208,0.018790964,0,1.334633913,-0.206129236,-1.50843576,0.010425647,0,0.884923999,-0.528379007,-0.305630626,-0.189414529,0,0.129586343,0.171098332,0.111036237,0.01384193,0,1.424556776,-0.409974474,-2.761831996,-0.018224233,
Firm 427,907.4008917,2254.873464,2266.537626,446.6752682,2047.025858,1267.26347,1083.702929,29.02957447,409.8317556,3893.347093,1291.854861,1284.646146,263.073295,1069.22799,177.3504435,0.219791549,0.498404565,1.144156284,0.140068935,0.475948016,0.07746666,0.275398054,0.426992743,0.249559018,0.316169421,1.671639519,0.660310467,1.014882706,0.474124415,1.75672408,1.03944845,0.17078588,0.535233763,0.152042734,0.01498004,0.423405806,0.201257225,0.003755718,0.063583471,0.287173522,0.97204645,1.608005955,1.681874451,1.673949465,1.377742035,
Firm 428,766.136391,180.5012956,563.9640555,309.3360485,955.8200017,853.98007,324.8768296,2426.806955,47.38988775,2219.567865,1896.219037,16.57247494,861.0877336,308.9059516,703.7265647,0.56423688,0.586778496,0.570130844,0.958354328,0.835226717,0.597315475,0.741122047,0.439969324,0.128489703,0.224333512,0.065955285,0.35036618,1.527680043,0.243912772,0.635552818,0.939173799,0.695255228,0.748339057,0.678050912,0.512190528,0.120542516,0.543291864,0.231759084,0.007191954,0.422382752,0.426464175,1.58567384,1.529102109,1.576503075,0.53889453,
Firm 429,80.26385074,212.4475888,145.5656712,384.0327645,543.5979889,387.8218751,564.7549353,511.1832807,459.9337361,1177.157402,281.1355203,249.7120539,419.7662456,683.2205969,724.1586579,0.68818068,0.788898609,0.11695802,0.218081655,0.461410371,0.338512216,0.298121419,0.212765165,0.410786926,0.494500401,0.03331721,0.128350549,0.781733013,0.1563511,0.707075953,0.203523449,0.253359066,0.41494843,0.34639383,0.120894612,0.439256553,0.64061566,0.086200979,0.121365052,0.236968719,1.65164674,0.552478144,0.335768648,0.332141617,1.104645979,
Firm 430,307.3057551,74.90693952,361.3529597,138.598798,74.96544519,186.2992746,164.9538464,854.5911581,242.5729354,383.5032898,31.78719809,389.1274533,656.9318206,253.5855044,237.0977329,0.545264688,0.543487272,0.949327682,0.668334361,1.125625367,0.488064774,0.590443974,0.267739419,0.577919661,0.046847863,0.159839297,0.908716401,1.502883608,0.361041458,1.75723583,0.935757581,0.179986435,0.37223681,1.081513722,0.829828636,0.14197854,0.213250825,0.576738632,0.082795454,0.377317098,1.825610035,1.195117746,0.059874016,1.329740141,0.660414019,
Firm 431,0,75.97213524,405.9371686,229.4149005,174.3234157,0,55.39465043,296.8018039,441.2402089,60.53772376,0,3.666558005,51.16803971,7.794715613,44.82612943,0,-0.012154659,0.114946327,0.354322989,0.467749107,0,0.133330989,0.125886994,1.212156213,0.399727322,0,0.821610126,0.971406447,0.007192978,1.564078903,0,0.126137648,1.267856956,0.948061446,1.160045493,0,0.035352243,0.322761191,0.139755357,0.352960931,0,0.927456799,0.470681263,0.185220935,0.782944314,
Firm 432,9.413587734,13.35589361,5.016160461,0,4.464660636,2.995630019,4.963962176,4.705852323,0,6.684400074,0.575378934,5.64794176,3.572742375,0,0.618226883,0.055210656,0.673254649,0.583774117,0,0.284503806,0.218927418,0.180017888,0.034627803,0,0.158722242,1.381567809,0.970208645,0.123039241,0,1.064594473,1.059385862,0.963114569,0.743274076,0,0.487227678,0.205792833,0.290301567,0.26625193,0,0.068385173,0.335284604,0.468675106,0.107709767,0,0.058406749,
Firm 433,1.314267427,-0.015786293,0.00318477,-0.042739169,0.000227671,1.396237746,0.042839256,0.088210956,0.00203655,0.010960153,0.723447029,0.316539121,0.091350112,0.014005413,0.03478536,0.672383916,-0.273662515,0,0,0,0.663404058,3.101376488,0,0,0,0.929568189,0.335400051,0,0,0,0.684379265,-0.155769689,0,0,0,0.486538586,2.551236379,0,0,0,0.864989811,2.370525401,0,0,0,
Firm 434,-2.730429883,-1.136687966,0,0,0,2.519604493,11.77583558,3.424859118,0,0,0.715938093,2.09941E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 436,78.74948851,54.27825068,22.59048965,25.08288032,0.742546216,1.195420714,1.178305266,13.50889319,21.28265826,15.26013401,2.165020148,1.857700985,6.724303884,5.233695487,1.625540777,0.012235666,0.012416406,-0.027801421,0.004612711,0.022734461,0.542916221,0.709612907,0.244533922,0.354705229,0.448605084,0.048077265,0.313586117,0.048589799,0.316592533,0.891667328,0.433158137,0.071091468,0.803029878,0.591180884,0.12149508,0.01224552,0.030166657,0.02764308,0.021304134,0.010732493,0.600497075,0.460163463,0.589061103,0.188097736,0.321115473,
Firm 437,11.14550506,7.734451983,8.210629586,1.037722452,0.668174735,24.37161298,8.662010417,8.074166439,0.699051422,40.36328117,4.441502867,3.503171876,2.166242625,1.786365796,3.481297724,0.44822773,0.088351864,0.217743557,0.147495261,0.044627226,0.586554075,0.258097531,0.291321265,0.164452797,0.15132215,0.077686181,0.174617098,0.015939365,0.020246464,0.751196741,0.201832562,0.366299836,0.199441701,0.047325896,0.081165065,0.410294789,0.091810427,0.282157101,0.268485757,0.117111607,0.726305354,0.5952124,0.600349911,0.053431065,0.162291232,
Firm 438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 439,1119.215458,0,0,0,0,3418.074997,0,0,0,0,81.45875151,0,0,0,0,0.051386192,0,0,0,0,0.389750561,0,0,0,0,1.293975722,0,0,0,0,0.005289213,0,0,0,0,0.371554174,0,0,0,0,0.533709073,0,0,0,0,
Firm 440,171.8006179,389.4277244,252.9555498,225.9420455,113.6343447,261.0649981,28.0639729,278.0708217,464.065307,333.6327655,164.2182245,264.7586511,709.4768919,447.923166,184.7875225,0.553497742,0.013023663,0.244359446,0.071606421,0.028619037,0.78973905,0.225261228,0.296396368,0.417319023,0.215247432,1.728884857,0.711242638,0.420037314,1.419177573,1.772185849,0.49827759,0.160556297,1.087639888,0.683399579,0.329369595,0.719886898,0.09369202,0.395850986,0.385308571,0.034835817,1.365493419,0.121345701,0.432723109,0.126219639,0.138175551,
Firm 441,1.671611537,0.176490702,0.502686298,0.96532474,0.286652543,0.594580636,0.307722827,0.051278606,0.146677642,0.020508301,0.047005519,0.404290809,0.138269952,0.017097459,0.008776441,0.071978448,0.411878432,1.061490461,1.316576281,1.045858038,0.02301481,0.188708016,0.066428732,0.099852241,0.001683868,0.706704834,1.592909379,1.123394636,0.414139129,0.04972673,0.597001926,0.871475288,1.048575067,0.763222616,0.121778134,0.0601564,0.147919966,0.019443678,0.083945276,0.001786062,0.881772481,1.330301568,1.782158141,1.734402653,0.480206659,
Firm 442,-18.8996607,-0.001922114,-1.705928576,-1.087181388,-9.880918076,127.2107127,84.83070789,176.3179827,60.92605183,50.68556921,0.176259637,1.061305411,1.366443336,0.69862185,0.069351032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 443,0,27.13805813,56.30945686,2.470836806,3.391861331,0,37.53273616,37.06292762,36.82466157,17.44812142,0,0.053389476,36.60775492,15.68134242,10.47920728,0,0.431084098,0.331749157,0.273377476,1.591742421,0,0.057550748,0.341310796,0.543762889,1.176102609,0,0.529005474,1.063002012,0.570327638,0.676145331,0,0.799993673,0.64673714,0.242782312,1.000690794,0,0.338733508,0.157069054,0.59342149,0.090971056,0,0.894485398,0.239656445,0.169733471,2.590559865,
Firm 444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 445,267.0437393,124.8397433,284.3473167,282.1286794,281.9430528,318.6807459,498.1084286,333.8858939,318.2722653,612.3060216,4.061571795,0.349630035,0.777127259,-10.51566124,-13.90571561,0,0,0,0,1.957029383,0,0,0,0,-0.188481529,0,0,0,0,0.729954614,0.656691036,0.664249389,0.317914088,0.316618586,0.906575627,0.078716325,0.035101916,0.131430965,0.123102858,0.091101662,0.429024325,0.291292594,0.984704194,0.959103297,0.488326932,
Firm 446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 447,161.6683818,332.89872,153.7364284,0,0,1058.491678,1325.707324,478.1519175,0,0,496.8431318,973.1270954,1024.30469,0,0,0.677640931,0.352661248,0.549200525,0,0,0.357346476,0.227813455,0.457850611,0,0,0.07748724,0.794880388,0.933399347,0,0,0.716124621,0.153845404,0.591544922,0,0,0.210441024,0.184330159,0.467543624,0,0,1.184467813,1.496590726,0.027281186,0,0,
Firm 448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 449,0.774043132,0.009487605,0.289118816,0.132356489,-3.798268121,11.65453015,16.41942427,68.63051031,40.59760307,14.48648905,1.60271842,7.371781008,55.08347217,15.3768948,16.41485582,40.62270258,1.263354528,3.684436063,-10.43552316,81.81139161,9.348410841,12.5330511,0.358354268,-46.74669869,-1.362281699,87.430785,10.58652293,7.809527262,-65.81732973,59.71762657,53.9166232,0.047664909,3.87759446,-1311.344107,-861.772767,124.7372778,9.310991467,14.0026626,-9671.516722,144.7737328,297.6482347,2.47141682,9.965714845,-14064.48135,-12033.44122,
Firm 450,9.865726513,12.13924906,28.87994613,23.72950379,5.183548342,2.314066532,0.930618623,3.984824605,2.358923539,3.493662134,1.323022896,3.039821335,1.818796564,3.509528503,0.315279278,1.265674778,0.297962596,0.191656778,0.714692973,0.522987963,0.199343759,0.025394729,0.632561281,0.076730419,0.442253204,1.544550057,0.772062858,0.584518598,1.376715561,0.91115023,0.313204285,0.672055503,1.25648765,1.105183214,0.135544629,0.102772924,0.145711294,0.448615214,0.381269396,0.349205941,1.665375654,0.720917239,0.106654416,0.783407188,0.319309135,
Firm 451,386.791737,177.2374339,1333.892209,535.9036594,1684.54927,4780.147939,2151.641698,4674.064094,2793.18977,3635.128294,1182.152042,4224.114868,3768.344566,2348.754075,3026.780938,0.107259318,0.601033459,0.928085121,0.204935615,0.687813702,0.033363915,0.222374204,0.530020771,0.245754341,0.446015688,0.751951802,1.180940068,0.283182654,0.370248411,0.507361124,0.484097914,0.215624816,0.300858165,0.565686694,1.435381392,0.054404053,0.508695824,0.259806591,0.454780293,0.534640976,0.057708462,0.381306716,1.089469991,1.413802399,0.272612746,
Firm 452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 453,8.386234862,-1.739108897,-1.856683102,-0.7659504,-3.383744695,1.694954924,148.9781978,253.8546318,136.6724317,506.8902564,114.3618136,481.1603948,317.3318113,199.6881567,164.9844736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 454,2.000728868,3.68701016,32.55201658,14.8503543,15.2410393,-0.973746675,9.89809662,21.95078417,4.471227752,8.056085073,0.343157549,15.53184558,3.869295521,6.328759654,13.38006313,0.74997474,0.6605759,0.080480017,0.555635584,1.274216282,0.155266463,0.131984943,1.15945012,0.143028446,1.02303337,0.932021938,2.829384056,3.025369727,0.052579196,5.831115516,0.018542403,0.191203461,3.326416614,0.538985316,1.782526991,0.124173589,0.167219825,0.606651906,0.040353309,0.441247947,0.018731052,2.615257043,2.956421615,0.728192706,0.352309262,
Firm 455,0,4.549259442,1.604993162,9.103593247,185.0792962,0,39.53001422,15.36299087,45.6190295,203.5304929,0,6.014034687,0.672271003,29.56019473,140.0729388,0,-0.084881926,-0.01564315,-0.26546225,-0.717979829,0,-0.599969504,-0.531767287,-0.555986869,-0.357183764,0,-0.84313258,-0.782434266,-0.403380281,-0.76873485,0,0.834695776,0.089420077,0.264021088,6.142920612,0,1.68913825,0.891069767,0.905045777,0.892325688,0,1.336543771,0.793408163,1.22360887,4.331668823,
Firm 456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
